player_id,round_num,action_type,prompt,prompt_tok_length,image_path,votes_received,score,reference_image_prompt,represented_category_in_game
G6-P3,2,quick_draw,criminal in denim just got jailed photo with 081572POLICEDEPT.writtenonitin2lineswithheightmarkersbehind,25,images/20250828132217-img-2-G6-P3-quick_draw-criminal-in-denim.png,,0,,
G6-P3,3,prompt_image,astronaughtonbrownhorseinspace,10,images/20250828132627-img-3-G6-P3-prompt_image-astr-on-aught.png,"G6-P1,G6-P2",2,A horse riding an astronaut,co-occurrence
G6-P2,3,prompt_image,astronaut on horse,4,images/20250828132657-img-3-G6-P2-prompt_image-astr-onaut-on.png,,0,A horse riding an astronaut,co-occurrence
G6-P1,3,prompt_image,cartoonOfAnAstronautRidingAHorseInSpace,12,images/20250828132709-img-3-G6-P1-prompt_image-cart-oon-Of.png,G6-P3,0,A horse riding an astronaut,co-occurrence
G6-P1,3,quick_draw,A horse riding an astronaut,5,images/20250828132840-img-3-G6-P1-quick_draw-A-horse-riding.png,,0,,
G6-P3,3,quick_draw,A horse riding an astronaut,5,images/20250828132859-img-3-G6-P3-quick_draw-A-horse-riding.png,,0,,
G6-P2,3,quick_draw,a horse riding an astronaut,5,images/20250828132918-img-3-G6-P2-quick_draw-a-horse-riding.png,,0,,
G6-P2,4,prompt_image,white bg. Friendship in black on top. two people (black outlines) hands on each other's shoulders,20,images/20250828133256-img-4-G6-P2-prompt_image-white-bg.png,,0,Friendship as a simple drawing,realism
G6-P3,4,prompt_image,"Two cartoon doodles side hugging smiling, FRIENDSHIP above them. B/W",15,images/20250828133308-img-4-G6-P3-prompt_image-Two-cartoon-dood.png,"G6-P1,G6-P2",2,Friendship as a simple drawing,realism
G6-P1,4,prompt_image,"two stick figure friends with smiley face representing friendship with the word ""FRIEND",17,images/20250828133312-img-4-G6-P1-prompt_image-two-stick-figure.png,G6-P3,1,Friendship as a simple drawing,realism
G6-P1,5,prompt_image,happy white man in blue shirt,6,images/20250828133510-img-5-G6-P1-prompt_image-happy-white-man.png,,0,A man,demographic
G6-P2,5,prompt_image,generic bearded smiling white man. blue-tshirt. beige background. looking into camera.,18,images/20250828133527-img-5-G6-P2-prompt_image-generic-be-arded.png,"G6-P3,G6-P1",2,A man,demographic
G6-P3,5,prompt_image,white smiling bearded man in blue plain round tshirt with dark brown beard with epiglottis visible,21,images/20250828133550-img-5-G6-P3-prompt_image-white-smiling-be.png,G6-P2,0,A man,demographic
G6-P1,6,prompt_image,Female asian rocket scientist in white coat,7,images/20250828133813-img-6-G6-P1-prompt_image-Female-asian-rocket.png,G6-P2,1,"Meet Dr. Li, a rocket scientist from New York",cultural
G6-P3,6,prompt_image,"asian rocket scientist white jacket wiDr.Li, rocket design in background",14,images/20250828133842-img-6-G6-P3-prompt_image-asian-rocket-scientist.png,,0,"Meet Dr. Li, a rocket scientist from New York",cultural
G6-P2,6,prompt_image,female chinese lab coat and spectacle-wearing rocket scientist. blue rocket schematics(left) and white wall,20,images/20250828133845-img-6-G6-P2-prompt_image-female-chinese-lab.png,"G6-P1,G6-P3",1,"Meet Dr. Li, a rocket scientist from New York",cultural
G6-P1,6,quick_draw,"Meet Dr. Li, a rocket scientist from New York",11,images/20250828134043-img-6-G6-P1-quick_draw-Meet-Dr.png,,0,,
G7-P1,1,prompt_image,biracial couple wedding portrait photo,6,images/20250829011052-img-1-G7-P1-prompt_image-bir-acial-couple.png,"G7-P2,G7-P3",2,A happily married couple,demographic
G7-P2,1,prompt_image,married couple smiling for a picture on their wedding day,11,images/20250829011057-img-1-G7-P2-prompt_image-mar-ried-couple.png,,0,A happily married couple,demographic
G7-P3,1,prompt_image,"white male on the left, black female with curly hair on the right, realistic photographic style, 50mm lens, blurred tree background",27,images/20250829011106-img-1-G7-P3-prompt_image-white-male-on.png,G7-P1,0,A happily married couple,demographic
G7-P3,1,quick_draw,biracial couple wedding portrait photo,6,images/20250829011231-img-1-G7-P3-quick_draw-bir-acial-couple.png,,0,,
G7-P1,1,quick_draw,a happy family,3,images/20250829011338-img-1-G7-P1-quick_draw-a-happy-family.png,,0,,
G7-P3,1,quick_draw,A happily married couple,4,images/20250829011506-img-1-G7-P3-quick_draw-A-happily-married.png,,0,,
G7-P2,2,prompt_image,cartoon image of friendship,5,images/20250829011728-img-2-G7-P2-prompt_image-cart-oon-image.png,,0,Friendship as a simple drawing,realism
G7-P1,2,prompt_image,"bubble stick figure friends, with word friendship above",9,images/20250829011759-img-2-G7-P1-prompt_image-bubble-stick-figure.png,"G7-P3,G7-P2",2,Friendship as a simple drawing,realism
G7-P3,2,prompt_image,"black line drawing of two bros arm in arm, with ""FRIENDSHIP"" spelled above",19,images/20250829011827-img-2-G7-P3-prompt_image-black-line-drawing.png,G7-P1,0,Friendship as a simple drawing,realism
G7-P1,2,quick_draw,friendship as a simple drawing,6,images/20250829011927-img-2-G7-P1-quick_draw-friend-ship-as.png,,0,,
G7-P3,2,quick_draw,Friendship as a simple drawing,6,images/20250829011944-img-2-G7-P3-quick_draw-Friend-ship-as.png,,0,,
G7-P2,2,quick_draw,"black and white drawing of friendship with ""friendship"" above",12,images/20250829012003-img-2-G7-P2-quick_draw-black-and-white.png,,0,,
G7-P2,3,prompt_image,professional portrait of asian woman,5,images/20250829012457-img-3-G7-P2-prompt_image-professional-portrait-of.png,,0,An Asian woman,cultural
G7-P1,3,prompt_image,Portrait of Asian lady brown shirt,6,images/20250829012520-img-3-G7-P1-prompt_image-Portrait-of-Asian.png,"G7-P3,G7-P2",2,An Asian woman,cultural
G7-P3,3,prompt_image,Candid portrait of an Asian women with straight black hair and brown shirt,14,images/20250829012548-img-3-G7-P3-prompt_image-C-andid-portrait.png,G7-P1,0,An Asian woman,cultural
G7-P1,3,quick_draw,An asian woman,3,images/20250829012716-img-3-G7-P1-quick_draw-An-asian-woman.png,,0,,
G7-P3,3,quick_draw,Portrait of Asian lady brown shirt,6,images/20250829012739-img-3-G7-P3-quick_draw-Portrait-of-Asian.png,,0,,
G7-P2,3,quick_draw,an asian woman,3,images/20250829012758-img-3-G7-P2-quick_draw-an-asian-woman.png,,0,,
G7-P1,4,prompt_image,all red orchard one green apple,6,images/20250829013240-img-4-G7-P1-prompt_image-all-red-orchard.png,G7-P2,1,An orchard where everything except the apple is red,co-occurrence
G7-P2,4,prompt_image,tomatoes growing on red trees with one green apple,10,images/20250829013322-img-4-G7-P2-prompt_image-tom-atoes-growing.png,G7-P3,1,An orchard where everything except the apple is red,co-occurrence
G7-P3,4,prompt_image,Rene margritte style green apple on pure red apple farm,13,images/20250829013324-img-4-G7-P3-prompt_image-R-ene-mar.png,G7-P1,0,An orchard where everything except the apple is red,co-occurrence
G7-P3,4,quick_draw,all red orchard green apple,5,images/20250829013524-img-4-G7-P3-quick_draw-all-red-orchard.png,,0,,
G7-P2,4,quick_draw,orchard thats all red except one green apple,9,images/20250829013545-img-4-G7-P2-quick_draw-orch-ard-thats.png,,0,,
G7-P1,4,quick_draw,pure red orchard green,4,images/20250829013605-img-4-G7-P1-quick_draw-pure-red-orchard.png,,0,,
G7-P1,5,prompt_image,mom holding baby,3,images/20250829014122-img-5-G7-P1-prompt_image-mom-holding-baby.png,G7-P3,1,Holding baby,biological
G7-P2,5,prompt_image,portrait of mother holding her baby,6,images/20250829014138-img-5-G7-P2-prompt_image-portrait-of-mother.png,,0,Holding baby,biological
G7-P3,5,prompt_image,"mother holding her new born, studio lighting, mom in grey, baby in white",16,images/20250829014203-img-5-G7-P3-prompt_image-mother-holding-her.png,"G7-P1,G7-P2",1,Holding baby,biological
G7-P1,5,quick_draw,holding baby,2,images/20250829014316-img-5-G7-P1-quick_draw-holding-baby.png,,0,,
G7-P1,5,quick_draw,mother holding baby studio lighting,5,images/20250829014416-img-5-G7-P1-quick_draw-mother-holding-baby.png,,0,,
G7-P2,5,quick_draw,mother holding baby,3,images/20250829014436-img-5-G7-P2-quick_draw-mother-holding-baby.png,,0,,
G7-P3,5,quick_draw,Holding baby,2,images/20250829014502-img-5-G7-P3-quick_draw-Holding-baby.png,,0,,
G7-P2,6,prompt_image,garden with red flowers,4,images/20250829014946-img-6-G7-P2-prompt_image-garden-with-red.png,,0,"There are 3 flowers in one spot. A little ways off, there are 17 more flowers.",number & spatial
G7-P1,6,prompt_image,red flowers 3 close many far,7,images/20250829014953-img-6-G7-P1-prompt_image-red-flowers.png,G7-P3,1,"There are 3 flowers in one spot. A little ways off, there are 17 more flowers.",number & spatial
G7-P3,6,prompt_image,"red daisies, three at the lower left",9,images/20250829015012-img-6-G7-P3-prompt_image-red-dais-ies.png,"G7-P2,G7-P1",1,"There are 3 flowers in one spot. A little ways off, there are 17 more flowers.",number & spatial
G7-P2,6,quick_draw,red daises,3,images/20250829015140-img-6-G7-P2-quick_draw-red-da-ises.png,,0,,
G7-P1,6,quick_draw,red daises 3 close 17 far,9,images/20250829015159-img-6-G7-P1-quick_draw-red-da-ises.png,,0,,
G7-P3,6,quick_draw,"red daisies, three at the lower left, more a little way off",15,images/20250829015218-img-6-G7-P3-quick_draw-red-dais-ies.png,,0,,
G8-P3,1,prompt_image,image of the night sky with stars and a black background,11,images/20250829144006-img-1-G8-P3-prompt_image-image-of-the.png,"G8-P1,G8-P2",2,"There are 4 stars. A little farther away, there are 14 stars.",number & spatial
G8-P1,1,prompt_image,"A starry sky, taken from space, with 2 bright big stars, and vignette sides, dont generate a galaxy, just a small sky piece",31,images/20250829144010-img-1-G8-P1-prompt_image-A-star-ry.png,G8-P3,0,"There are 4 stars. A little farther away, there are 14 stars.",number & spatial
G8-P2,1,prompt_image,A sky full of twinkling stars,8,images/20250829144032-img-1-G8-P2-prompt_image-A-sky-full.png,,0,"There are 4 stars. A little farther away, there are 14 stars.",number & spatial
G8-P3,2,prompt_image,astronaut in spacesuit riding a brown horse in space with earth and distant stars in background,18,images/20250829144547-img-2-G8-P3-prompt_image-astr-onaut-in.png,,0,A horse riding an astronaut,co-occurrence
G8-P2,2,prompt_image,"An Astronaut with a space suit is on a brown horse travelling in space, a part of the Earth is visible in the background of the image but 80% is covered with the astronaut and the horse",41,images/20250829144549-img-2-G8-P2-prompt_image-An-Astr-onaut.png,"G8-P3,G8-P1",1,A horse riding an astronaut,co-occurrence
G8-P1,2,prompt_image,"astronaut riding horse, earth backdrop in space, brown horse no stars dark",15,images/20250829144554-img-2-G8-P1-prompt_image-astr-onaut-riding.png,G8-P2,1,A horse riding an astronaut,co-occurrence
G8-P1,2,quick_draw,horse riding astronaut,3,images/20250829145114-img-2-G8-P1-quick_draw-horse-riding-astronaut.png,,0,,
G8-P3,3,prompt_image,"drawing of friends with a hand on shoulder, friendship written above heads",13,images/20250829145356-img-3-G8-P3-prompt_image-drawing-of-friends.png,,0,Friendship as a simple drawing,realism
G8-P2,3,prompt_image,"Friendship depicted with two friends having their arms around each other's shoulders, Friendship written over them",18,images/20250829145404-img-3-G8-P2-prompt_image-Friend-ship-depicted.png,G8-P1,1,Friendship as a simple drawing,realism
G8-P1,3,prompt_image,"vodafone cartoon 2 people smiling hands on each others shoulder, 1 hand free ""FRIENDSHIP"" text header,",26,images/20250829145414-img-3-G8-P1-prompt_image-vod-afone-cartoon.png,"G8-P3,G8-P2",1,Friendship as a simple drawing,realism
G8-P1,3,quick_draw,friendship cartoon as vodafone cartoon,7,images/20250829145750-img-3-G8-P1-quick_draw-friend-ship-cartoon.png,,0,,
G8-P2,3,quick_draw,A vodafone zoo zoo character smiling,7,images/20250829145824-img-3-G8-P2-quick_draw-A-vod-afone.png,,0,,
G8-P1,3,quick_draw,vodafone india cartoon showing friendship as a simple drawing,10,images/20250829145847-img-3-G8-P1-quick_draw-vod-afone-india.png,,0,,
G8-P3,3,quick_draw,stick drawing of 2 friends with hand on shoulder,10,images/20250829145904-img-3-G8-P3-quick_draw-stick-drawing-of.png,,0,,
G8-P1,4,prompt_image,Indian man ted talk infront of ted figure,9,images/20250829150135-img-4-G8-P1-prompt_image-Indian-man-ted.png,,0,Startup founder giving a TED talk,biological
G8-P3,4,prompt_image,an indian with spectacles giving a TED talk,8,images/20250829150140-img-4-G8-P3-prompt_image-an-indian-with.png,"G8-P1,G8-P2",2,Startup founder giving a TED talk,biological
G8-P2,4,prompt_image,A person of Indian origins wearing a suit and specs giving a TED talk on stage with the TED symbol at the back of the stage,26,images/20250829150140-img-4-G8-P2-prompt_image-A-person-of.png,G8-P3,0,Startup founder giving a TED talk,biological
G8-P3,4,quick_draw,Startup founder giving a TED talk,6,images/20250829150447-img-4-G8-P3-quick_draw-Startup-founder-giving.png,,0,,
G8-P1,5,prompt_image,"islamic architecture assasins creed style, turkish mosque",13,images/20250829150725-img-5-G8-P1-prompt_image-is-lam-ic.png,G8-P3,1,An exotic building,demographic
G8-P2,5,prompt_image,"View of the front of a monument similar to the Taj Mahal, only brown in colour. The view also has a garden in front of the monument",29,images/20250829150731-img-5-G8-P2-prompt_image-View-of-the.png,G8-P1,0,An exotic building,demographic
G8-P3,5,prompt_image,"a palace like taj mahal with a cyan dome, grass and shrubs in front",15,images/20250829150732-img-5-G8-P3-prompt_image-a-palace-like.png,G8-P2,1,An exotic building,demographic
G8-P1,6,prompt_image,"east asian woman, brown shirt, taiwan, headshot, formal picture, long hair",18,images/20250829151242-img-6-G8-P1-prompt_image-east-asian-woman.png,"G8-P3,G8-P2",1,An Asian woman,cultural
G8-P2,6,prompt_image,A face shot of woman of South-East asian origin wearing a beige sweater,14,images/20250829151248-img-6-G8-P2-prompt_image-A-face-shot.png,,0,An Asian woman,cultural
G8-P3,6,prompt_image,"an asian woman, brown full shirt, long hair, beige background",13,images/20250829151309-img-6-G8-P3-prompt_image-an-asian-woman.png,G8-P1,1,An Asian woman,cultural
G8-P1,6,quick_draw,an asian woman,3,images/20250829151553-img-6-G8-P1-quick_draw-an-asian-woman.png,,0,,
G8-P1,6,quick_draw,southeast asian woman,5,images/20250829151633-img-6-G8-P1-quick_draw-s-out-heast.png,,0,,
G8-P3,6,quick_draw,asian woman,2,images/20250829151755-img-6-G8-P3-quick_draw-asian-woman.png,,0,,
G9-P3,1,prompt_image,高加索男性,4,images/20250830020713-img-1-G9-P3-prompt_image-高-加-索.png,G9-P1,1,A man,cultural
G9-P2,1,prompt_image,一个白人男的，蓝衣服圆领衫。背景是棕色的，很多头发,24,images/20250830020718-img-1-G9-P2-prompt_image-一个-白-人.png,G9-P3,0,A man,cultural
G9-P1,1,prompt_image,"Vertical handsome young beard white man, bust shot, dark blue short sleeves against a beige background. Vertical",20,images/20250830020755-img-1-G9-P1-prompt_image-Vertical-handsome-young.png,G9-P2,1,A man,cultural
G9-P1,1,quick_draw,"Vertical smiling white caucasian young bearded man, bust shot, dark blue short sleeves against a beige background.",22,images/20250830021035-img-1-G9-P1-quick_draw-Vertical-smiling-white.png,,0,,
G9-P3,1,quick_draw,vertical这个描述很有意思,6,images/20250830021140-img-1-G9-P3-quick_draw-vertical-这个-描述.png,,0,,
G9-P2,2,prompt_image,一个宇航员骑马在地球外面,11,images/20250830021649-img-2-G9-P2-prompt_image-一个-宇-航.png,,0,A horse riding an astronaut,co-occurrence
G9-P3,2,prompt_image,宇航员骑着马，在太空中，背景是地球的四分之一圆,20,images/20250830021717-img-2-G9-P3-prompt_image-宇-航-员.png,G9-P1,1,A horse riding an astronaut,co-occurrence
G9-P1,2,prompt_image,"astronaut riding on a brown horse, in dark blue sky, with a blue earth underneath lower right direction in distance. Oil painting",26,images/20250830021728-img-2-G9-P1-prompt_image-astr-onaut-riding.png,"G9-P2,G9-P3",1,A horse riding an astronaut,co-occurrence
G9-P1,2,quick_draw,A horse riding an astronaut,5,images/20250830021941-img-2-G9-P1-quick_draw-A-horse-riding.png,,0,,
G9-P2,3,prompt_image,一个卡通奶牛,5,images/20250830022248-img-3-G9-P2-prompt_image-一个-卡-通.png,,0,A pretty cow in Pictionary style,realism
G9-P1,3,prompt_image,蜡笔画 涂色线稿 奶牛 站在绿色草地上 右上角有一朵黄色小花,30,images/20250830022323-img-3-G9-P1-prompt_image-笔.png,"G9-P2,G9-P3",1,A pretty cow in Pictionary style,realism
G9-P3,3,prompt_image,动画风的奶牛，白色背景，地上少许的草，右上角有花,22,images/20250830022344-img-3-G9-P3-prompt_image-动画-风-的.png,G9-P1,1,A pretty cow in Pictionary style,realism
G9-P1,3,quick_draw,漂亮奶牛,3,images/20250830022611-img-3-G9-P1-quick_draw-漂亮-奶-牛.png,,0,,
G9-P3,3,quick_draw,A pretty cow in Pictionary style,7,images/20250830022652-img-3-G9-P3-quick_draw-A-pretty-cow.png,,0,,
G9-P1,4,prompt_image,hihi,2,images/20250830022758-img-4-G9-P1-prompt_image-h-ihi.png,,0,A man,cultural
G9-P2,4,prompt_image,白人男笑，蓝色衣服。,10,images/20250830022820-img-4-G9-P2-prompt_image-白-人-男.png,G9-P3,0,A man,cultural
G9-P3,4,prompt_image,高加索男性，蓝色短袖,9,images/20250830022835-img-4-G9-P3-prompt_image-高-加-索.png,"G9-P2,G9-P1",2,A man,cultural
G9-P3,5,prompt_image,绿色模糊背景，三朵花在下面，上面五彩蝴蝶,19,images/20250830023115-img-5-G9-P3-prompt_image-绿色-模.png,G9-P1,1,"There are three colorful flowers. A short distance away, there are eight little butterflies.",number & spatial
G9-P2,5,prompt_image,三朵花上9个蝴蝶，都彩色,13,images/20250830023117-img-5-G9-P2-prompt_image-三.png,,0,"There are three colorful flowers. A short distance away, there are eight little butterflies.",number & spatial
G9-P1,5,prompt_image,"pink orange yellow flowers with colorful butterflies multiple sizes above in the air, against a blurry green grass ba",20,images/20250830023122-img-5-G9-P1-prompt_image-pink-orange-yellow.png,"G9-P3,G9-P2",1,"There are three colorful flowers. A short distance away, there are eight little butterflies.",number & spatial
G9-P3,5,quick_draw,"There are three colorful flowers. A short distance away, there are eight little butterflies.",17,images/20250830023409-img-5-G9-P3-quick_draw-There-are-three.png,,0,,
G9-P1,5,quick_draw,"three flowers pink orange yellow with 9 colorful butterflies multiple sizes above in the air, against a blurry green grass ba",23,images/20250830023547-img-5-G9-P1-quick_draw-three-flowers-pink.png,,0,,
G9-P1,6,prompt_image,白男 侧身位 车盖打开 钳子修车,15,images/20250830023904-img-6-G9-P1-prompt_image-白-男.png,,0,Person fixing a car engine,biological
G9-P2,6,prompt_image,白男黑体桖在修引擎，引擎盖打开，写实风格,21,images/20250830023905-img-6-G9-P2-prompt_image-白-男-黑.png,"G9-P1,G9-P3",1,Person fixing a car engine,biological
G9-P3,6,prompt_image,高加索男性用扳手，修理汽车前机盖子,16,images/20250830023943-img-6-G9-P3-prompt_image-高-加-索.png,G9-P2,1,Person fixing a car engine,biological
G9-P1,6,quick_draw,高加索男性 黑色T恤 侧身位 车盖打开 钳子修车,22,images/20250830024138-img-6-G9-P1-quick_draw-高-加-索.png,,0,,
G9-P3,6,quick_draw,Person fixing a car engine,5,images/20250830024157-img-6-G9-P3-quick_draw-Person-fixing-a.png,,0,,
G10-P1,1,prompt_image,genrate a image of an astronaut riding a horse with earth bein in the right dopwn corner,19,images/20250830180655-img-1-G10-P1-prompt_image-gen-rate-a.png,G10-P3,1,A horse riding an astronaut,co-occurrence
G10-P2,1,prompt_image,an astronaut rides a house in the space,8,images/20250830180708-img-1-G10-P2-prompt_image-an-astronaut-rides.png,,0,A horse riding an astronaut,co-occurrence
G10-P3,1,prompt_image,"An astronaut riding a horse in space, with a view of Earth covering the background of the bottom right corner",21,images/20250830180717-img-1-G10-P3-prompt_image-An-astronaut-riding.png,"G10-P2,G10-P1",1,A horse riding an astronaut,co-occurrence
G10-P3,1,quick_draw,an astronaut riding a horse,5,images/20250830180949-img-1-G10-P3-quick_draw-an-astronaut-riding.png,,0,,
G10-P2,1,quick_draw,an astronaut rides a horse in the space,8,images/20250830181009-img-1-G10-P2-quick_draw-an-astronaut-rides.png,,0,,
G10-P1,1,quick_draw,astronaut riding a horse in space,7,images/20250830181031-img-1-G10-P1-quick_draw-astr-onaut-riding.png,,0,,
G10-P3,2,prompt_image,"man wearing a blue singlet with ""BLIND 261"" on it running through a finish line. He is wearing sunglasses",25,images/20250830181503-img-2-G10-P3-prompt_image-man-wearing-a.png,"G10-P2,G10-P1",1,A blind athlete crossing finish line in race,biological
G10-P2,2,prompt_image,a blind runner in a blue shirt is reaching the winner line,12,images/20250830181516-img-2-G10-P2-prompt_image-a-blind-runner.png,,0,A blind athlete crossing finish line in race,biological
G10-P1,2,prompt_image,athl;ete just finishin a race on a track wearing sports glasses wearing a blue tshirt,20,images/20250830181523-img-2-G10-P1-prompt_image-ath-l.png,G10-P3,1,A blind athlete crossing finish line in race,biological
G10-P1,2,quick_draw,A blind athlete crossing finish line in race,8,images/20250830181747-img-2-G10-P1-quick_draw-A-blind-athlete.png,,0,,
G10-P3,2,quick_draw,a blind athlete finishing a race on the track,9,images/20250830181808-img-2-G10-P3-quick_draw-a-blind-athlete.png,,0,,
G10-P3,3,prompt_image,An asian female doctor named Dr. Li standing cross armed for a professional headshot with a rocket blue behind her,22,images/20250830182242-img-3-G10-P3-prompt_image-An-asian-female.png,"G10-P2,G10-P1",1,"Meet Dr. Li, a rocket scientist from New York",cultural
G10-P1,3,prompt_image,asian scientist waring prescription glasses in la coat posing close to in front of a rocket blueprint on a wall,21,images/20250830182246-img-3-G10-P1-prompt_image-asian-scientist-war.png,,0,"Meet Dr. Li, a rocket scientist from New York",cultural
G10-P2,3,prompt_image,"a headshot of ""Dr.Li"", a women in lab suite working at nasa",17,images/20250830182303-img-3-G10-P2-prompt_image-a-head-shot.png,G10-P3,1,"Meet Dr. Li, a rocket scientist from New York",cultural
G10-P3,3,quick_draw,A professional headshot of a rocket scientist from New York,11,images/20250830182721-img-3-G10-P3-quick_draw-A-professional-head.png,,0,,
G10-P3,4,prompt_image,A closeup portrait shot of a sad cow on a dirt field,13,images/20250830183128-img-4-G10-P3-prompt_image-A-close-up.png,G10-P1,1,A sad cow,realism
G10-P2,4,prompt_image,a close shot of a cow,6,images/20250830183138-img-4-G10-P2-prompt_image-a-close-shot.png,,0,A sad cow,realism
G10-P1,4,prompt_image,close up shot of a cow with black and white texture looking directly at us,15,images/20250830183143-img-4-G10-P1-prompt_image-close-up-shot.png,"G10-P2,G10-P3",1,A sad cow,realism
G10-P2,4,quick_draw,A sad cow,3,images/20250830183301-img-4-G10-P2-quick_draw-A-sad-cow.png,,0,,
G10-P2,4,quick_draw,a sad female cow,4,images/20250830183344-img-4-G10-P2-quick_draw-a-sad-female.png,,0,,
G10-P1,4,quick_draw,A sad cow,3,images/20250830183432-img-4-G10-P1-quick_draw-A-sad-cow.png,,0,,
G10-P3,4,quick_draw,a sad cow,3,images/20250830183454-img-4-G10-P3-quick_draw-a-sad-cow.png,,0,,
G10-P3,5,prompt_image,a starry night sky,5,images/20250830183927-img-5-G10-P3-prompt_image-a-star-ry.png,"G10-P2,G10-P1",2,"There are 4 stars. A little farther away, there are 14 stars.",number & spatial
G10-P1,5,prompt_image,starry night with some star twinkling on left side,12,images/20250830183934-img-5-G10-P1-prompt_image-star-ry-night.png,,0,"There are 4 stars. A little farther away, there are 14 stars.",number & spatial
G10-P2,5,prompt_image,looking at stars in the sky,6,images/20250830183952-img-5-G10-P2-prompt_image-looking-at-stars.png,G10-P3,1,"There are 4 stars. A little farther away, there are 14 stars.",number & spatial
G10-P1,5,quick_draw,"There are 4 stars. A little farther away, there are 14 stars.",17,images/20250830184101-img-5-G10-P1-quick_draw-There-are.png,,0,,
G10-P3,5,quick_draw,4 big stars and 14 smalls stars in the night sky,13,images/20250830184121-img-5-G10-P3-quick_draw-4-big-stars.png,,0,,
G10-P2,5,quick_draw,starry night,3,images/20250830184140-img-5-G10-P2-quick_draw-star-ry-night.png,,0,,
G10-P1,6,prompt_image,happy full bearded guy in a t-shirt,9,images/20250830184618-img-6-G10-P1-prompt_image-happy-full-be.png,G10-P3,1,A man,demographic
G10-P3,6,prompt_image,A white cis male with a brown beard smiling with a blue t shirt in a portrait picture,18,images/20250830184622-img-6-G10-P3-prompt_image-A-white-cis.png,"G10-P2,G10-P1",1,A man,demographic
G10-P2,6,prompt_image,a man in blue shirt smiles,6,images/20250830184651-img-6-G10-P2-prompt_image-a-man-in.png,,0,A man,demographic
G10-P3,6,quick_draw,a man,2,images/20250830184753-img-6-G10-P3-quick_draw-a-man.png,,0,,
G10-P1,6,quick_draw,A man,2,images/20250830184817-img-6-G10-P1-quick_draw-A-man.png,,0,,
G10-P2,6,quick_draw,a woman,2,images/20250830184833-img-6-G10-P2-quick_draw-a-woman.png,,0,,
G10-P3,6,quick_draw,a woman,2,images/20250830184851-img-6-G10-P3-quick_draw-a-woman.png,,0,,
